Label,comment
U0001F4AE,قبل از این کرم چند محصول رو برای سوختگی پای فرزندم بر اثر سوختگی پوشک امتحان کردم ولی هیچ نتیجه ای نداشت تا این که به پیشنهاد یکی از دوستان خوبم که خودشم پرستار هست و هم برای فرزندش استفاده میکنه و نتیجه گرفته بود این محصول از دیجی خریداری کردم که تی سه روز استفاده به این محصول ایمان آوردم واقعا فوق العاده است به همه پیشنهاد میکنم فقط تقلبی این محصول تو بازار زیاد حتما از دیجی خریداری کنید که مثل بنده شگفت زده خواهید شد از دیدی ممنونم
U0001F614,موقع پیاده روی وقتی تو جیبت باشه قطع و وصل میشه که اصلا خوب نیست
U0001F44D,اگر میخواهید داشیوردتون پس ازاستفاده براق وچرب بشه این بکارتون نمیاد‌.ولیبعد ازاستفاده واقعا داشبوردو روی در رو تمیزمیکنه.داخل پکش سه تا اسفنج گنجانده شده تا با انهاتنیز کنین.درکل خوبه راضی ام
U0001F60D,قهوه با طعم خوب و عالی و عطر فوق‌العاده پیشنهاد می کنم یکبار حتما امتحان کنید
U0001F914,در نظرتون داشته باشید که برا استفاده از لپتاپ و موبایل باید از مبدل اینورتر سینوسی خالص استفاده کنید    این مدل اینورتر ها شبه سینوسی هستن یعنی تو موج خروجی 220 ولت موج دارای نویز و گوشه هست و اصلا سینوسی نیس و ممکنه اداپتور و شارژرتونو خراب کنه . بنده مهندس سخت افزار هستم . با تشکر
U0001F611,تصویری که ازش در سایت دیجی کالا نشون داده شده به صورتیکه که میشه روش چندین گلدان بزرگ گذاشت در صورتی که اصلا این طور نیست نهایتا دو یا  سه   تا گلدان خیلی کوچک جابشه
U0001F611,فقط برای دکوری خوبه کار نمیکنه
U0001F60D,دوستان عزیز من سالها از محصولات ژیلت استفاده کردم عالیه.در مورد استفاده از این نوع تیغ اصلاح اول صورت یا محل اصلا رو با آب صابون بشویید بعد اصلاح کنید چربی پوست تیغ رو کُند میکنه.در ضمن این تیغ اصلاح مدل توربو با دونوع تیغ استیل و تیتانیوم روانه بازار شده در سایت هم موجوده.انتخاب خوبی داشته باشید #نظر تو مهمه
U0001F44D,من این محصول رو پارسال با قیمت بیشتری برای همسرم هدیه خریدم که راضی هست. البته مدل های بالاتر شاید بهتر باشن ولی قیمت این مدل مناسب تر بود و در عین حال کارایی خوبی داره.
U0001F621,"چیز بدرد نخوریه
 عین اینه که قهوه رو بریزی تو ظرف و رو گاز حرارت بدی
فقط همین 
این دستگاه این کارو برقی انجام میده و خودش با پیستون می ریزه بیرون 
ارزش خرید اصلا نداره"
U0001F614,من اول فکر میکردم که کیفیت چرمش خوبه ولی بعد از ۳ ماه استفاده کلا دنگش از بین رفته
U0001F44D,با تجربه ی جستجو بمدت دو ماه در میانرده های کل برند ها و سپس انتخاب این گوشی نظرات زیر را ثبت کردم. امیدوارم مفید باشند.
U0001F914,"حدود یکماه هست که نصب کردم
تا حالا باهاش مشکلی نداشته ام، به جز یکبار که چک کردم موقعیت ماشینم رو زده بود در حال حرکت اون هم در یکی از بزرگراه های خروجی شهر، دویدم تو خیابان دیدم ماشینم سر جاش پارکه و مشکلی نیست. خلاصه یک شوک وارد کرد."
U0001F621,از من خیلی زود خراب شد ضعیف و شکنندست
U0001F621,نازک بودن سیمها که بعد از مدت خیلی کمی از داخل قطع میشه حتی اگر مراعات کنید
U0001F4AE,سرعت شارژ کردنش عالیه از کابل خود سامسونگ خیلی بهتر شارژ میکنه جنسشم خیلی خوبه در ضمن فست شارژر هم کار میکنه اگه بیرون بگردید کابل هایی بالاتر از 25 هزار فست شارژرشون کار میکنه
U0001F44E,"لقی داره. برای ماشین مناسب نیست
دکمه کنارش خیلی ظریفه
به نظرم اگه خیلی از فلاش استفاده میکنید این گزینه خوبی نیست برای خریدتون"
U0001F44E,بنظرم سوراخه روی سر شیشه استاندار نیست دوتا سوراخ داشت من از دیجی کالا خریدم
U0001F4AE,من یه هفته است اینو خریدم به قیمتش می ارزه .مکشش عالیه .ساخت کشور کره...
U0001F922,"پیشنهاد می کنم پولتون رو دور نریزین
کالای بسیار بی کیفیتیه"
U0001F914,من با اطمینان به نظر کاربران خریداری کردم ولی اون چیزی نبود که فکر میکردم. سرعت باد و گرماش خیلی زیاد نیست ولی شکل و طراحیش خوبه
U0001F4AE,"کیفیت عالی قیمت عالی 
جا دارو زیبا"
U0001F44D,من این کارو خریدم بسیار زیباست و نسبت به قیمتش جلوش زیاده من تو شگفت انگیز خریدم خیلی خوب بود
U0001F60D,"بهترین اسباب بازی برای بچه هاست. به جای یه مشت عروسک و اسباب بازی هایی که خودشون همه کار میکنند و بچرو منفعل بار میارن، براش لگو و پازل بخرین. اسباب بازی هرچقدر ساده تر و منفعل تر باشه، مغز بچه فعال تر و خلاق تر میشه."
U0001F914,به نظر من اصلا مناسب موهای صورت نیست موهای صورت بعد از اصلاح زبر وکلفت میشه
U0001F914,ممنون از دیجی کالا  کیفش خیلی خوب بود ولی خیلی لک و زدگی داشت جای لاک چرم بود بیشتر جاهاش پاک شد  ولی یجاش بدجور تو دیده
U0001F60D,"خیلی یخچال خوب و جاداری هستش 
واقعا از خریدش راضی هستم"
U0001F4AE,قدرت بالا بالا
U0001F914,خوبه بد نیس
U0001F4AE,عالی تو شگفت انگیز
U0001F44D,"کیفیت ساختش خوبه،سبکه اصلا چندین ساعتم که روی گوش گذاشتی احساس نمیکنی
اما باید خیلی مراقب باشی نیوفته  وگرنه همه چیش خوبه"
U0001F4AE,خوبه برای کسانی که موی بدنشون نازکه فقط کوتاه میکنه ازته نمیزنه ولی برای صورت عالیه حتماپیشنهادمیکنم به دوستان
U0001F44D,کلا چیز خاصی نداره ولی کیفیت پلاستیکش خوبه و صداشم شبیه گیتاره کلا همون جنسیه که معرفی شده در اگهی
U0001F4AE,کیفیت صدا عالی هست و خوبیش اینه راحت با بلوتوث وصل میشه و خیلی سریع
U0001F60D,یکی از نقاط قوت و میتونم بگم بهترین اتفاق عمرم آشنایی و شرکت در کلاس های استاد کورش  سلیمی و استاد افسانه سلیمی بود . کتاب دوستی راه کاری بسیار ساده و عملی برای ساختن روابط سالم و دوستانه هست . خوندن این کتاب و شدیدا توصیه میکنم‌
U0001F44D,"سلام
من 1 هفتس این موبایل رو خریدم خیلی راضیم و گوشی شیک و خوش دستیه تنها مشکلش اینه ک زود داغ میکنه در کل گوشی خیلی خوبیه و سرعت و رزولوشن خیلی فوق العاده ای داره"
U0001F611,من چند ماهی هست خریدم از دیجی کالا خیلی راضیم هم از نظره کاری هم قدرت مکش فقط تنها ایرادی که داره دسته ضعیفشه که اونم برای کسی مشکلی ایجاد نمیکنه
U0001F44D,خیلی خوبه ولی یه ذره زیادی سروصدا داره و سرعتش یه ذره کمه
U0001F914,این گوشی میانرده جدید هواوی هست که بعضی دوستان با p20اشتباه گرفتن و در مورد نظرات بعضی دوستان باید بگم که با طرفداری پرچمدار جدید هواوی بد میگن دوست عزیز تمام سایت ها دوربین p20proرو بهترین دوربین موجود بین تمام گوشی های اعلام کردم و دوگوشی جدید هواوی مقام اول و دوم عکاسی رو کسب کردن که از نظر سایت های معتبر هواوی با این پرچمدار جدیدش انقلابی جدید در دوربین گوشی های موبایل ایجاد کرده  ودر زمینه طرای بگم اون گوشی هواوی پورش دیزاین هست که توسط شرکت پورش طراحی شده و باید بگم گوشی های سامسونگ و اپل هم عالی هستن و از نظر سرعت باز کردن برنامه و... S9سریعتره یکم ولی p20proدر زمینه دوریین خیلی کار کرده تا اونجایی که هر سه دوربین p20proلرزش گیر اپتیکال داره دوستان سعی کنید بدون طرفداری نظر بدید
U0001F60D,در  خودرو های ef7 استفاده کردم راضی هستم دوستام هم تو 206 استفاده کردند راضی هستن
U0001F4AE,از همه نظر عالی       جنس کتری استیل خوب      بدنه و شیر  و درب کتری عالی.   بدون نقض  وحتما پیشنهاد میکنم بخرید پشیمون نمیشید
U0001F44D,من اینو یه هفته اس خریدم شاید از بهترین هدفون ها تو این رنج قیمت باشه از خریدم راضیم
U0001F44D,"سلام،این کیف بسیار سبک وجادار است به نسبت اندازه اش. وجنس خوبیم داره ،من یک سالی هست که از دیجی کالا گرفتم وبسیار راضی هستنم"
U0001F914,"نداشتن تنوع در رنگ بدنه از نظرم اصلی ترین مشکلشه.
در کل شمع فوق الاده ایه اگرم که  در شگفت انگیز  بگیرین خیلی بهتر.
اگه به فکر یه شمع دکوری شیک هستید حتما بگیرین.
یه عزیزی گفته بود داخل شمع چطوره :
تا نصفه شمع از سمت بالا خالیه و تقریبا 6 , 7 سانت حالت تو خالی داره و وسطش یه دونه لامپه کوچک که شبیه حالت فوقانی بقیه ی شمع هاست (اون قسمت شمع که روشنش میکنیم)."
U0001F44D,"زمانی که من این کارت حافظه رو گرفتم متاسفانه دی جی کالا نداشت برای همین از جای دیگه تهیه کردم 
این کارت حافظه برای فیلم و عکس و فیلم برداری با گوشی واقعا مناسب هستش و سرعت نوشتن و خواندن خوبی داره ولی برای نصب اپلیکیشن ها واقعا مناسب نیست ینی برنامه هایی که از حافظه داخلی گوشی به این حافظه منتقل میکنید دچار کندی لگ و گیر کردن موقع استفاده میشوند و اذیت میکنه ولی خب اگر مثل من فقط برای عکس و فیلم ازش استفاده کنید کاملا رضایت تون جلب میکنه و باتوجه به سونی بودن خیال شما رو بابت طول عمرش راحت میکنه من الان حدود دو سال دارم ازش استفاده میکنم و هیچ مشکلی براش پیش نیومده
#نظر تو مهمه"
U0001F44D,حتمأ پیشنهاد می کنم
U0001F44D,"با سلام و احترام و تشکر از دیجی‌کالا
دوستانی که میگن بادکش ضعیف داره... اون پدال کوچیک روی پایه رو بعد از چسبوندن به سطح مورد نظر، چند بار فشار بدید تا محکم شدنش رو حس کنید.
همه پایه‌ها رو بررسی کردم. چه اینجا چه فروشگاه‌های دیگه. قطع به یقین بهترین و کاربردی‌ترین پایه نگهدارنده گوشی همینه. اپسیلون درصد شک نکنید. قیمتش هم واسه کسانی که به کیفیت و کارایی اهمیت میدن کاملا مناسبه. خدانگهدار"
U0001F44D,"من امروز این محصول به دستم رسیده کیفیت ضبط صدای  واقعا با کیفیتی داره به نسبت قیمتی که داره
یعنی اگر به نسبت کیفیت و قیمت حساب کنیم یکی از بهترین انتخاب هاست
در هر صورت نباید انتظار زیادی ازش داشت ولی منو که خیلی راضی کردش من تا حالا میکروفون های ازان قیمت زیادی رو چک کردم هیچ کدوم به دردم نخورد ولی این واقعا راضی کننده است و برای کسانی که بودجه محدودی دارن پیشنهاد میکنم"
U0001F4AE,فوق العاده.تو خریدش شک نکنید.
U0001F44E,"صلا خوب نیست من از دیجی گرفتم واصلا ازش راضی نبودم، کاراییش خیلی ضعیف وبد بود،درنهایت انداختمش دور"
U0001F4AE,واقعا عااالیه من وقتی از صابون شامپو های دیگه استفاده میکردم پوست خشک و کمی پوسته پوسته میشد.ولی این شامپو خییییلی عاااالیه و هم پاکنندگی خوبی داره هم مرطوب کننده داره.من این رو پیشنهاد میکنم.امیدوارم در پیشنهاد ویژه قیمت پایین تر بیاد تا بتونم بیشتر ازش تهیه کنم.
U0001F44D,والا تو رنج قیمتش خداییش خوبه انتظار نداشته باشین عین پایونر باشه ولی در حد خودش خوبه
U0001F611,همه چیز این هارد راضی کننده است به‌جز کابلش که واقعاً اعصاب خورد کنه. به جای کابل خود هارد میتونید از کابل شارژ موبایل micro usb استفاده کنید. از کابل های USB type C نمی‌تونید برای این کار استفاده کنید.
U0001F922,"سلام
این ادکلن رل در شگفت انگیز تهیه کردم . بوی خوبی داره ولی ماندگاری در حد بسیار ضعیف که چند باری تست کردم حتی کمتر از نیمساعت بوش روی لباس میمونه
با این قیمت شگفت انگیز هم بنظرم ارزش خرید بسیار کمی دارد"
U0001F60D,"بوی بسیار زمخت و کم طرفدار! حداقل برای نسل جوان...
البته از این مورد نگذریم که اگر رایحشو دوست داشته باشید، ماندگاری و پخش بوی عالی داره نسبت به قیمتش"
U0001F914,کاراکترش خیلی کند حرکت میکنه!
U0001F4AE,"برای شستن صورت استفاده می‌کنم
پوستم رو ابریشمی و نرم می‌کنه 
 وقتی به پوست می‌زنی علاوه بر کاکائو یه مقدار عطر هم داره انگار. که عالی ه واقعااا. 
هیچ نقصی نمی‌بینم همه‌ش خوبیه این شامپو"
U0001F44D,واقعا گوشی خوبی است و حتما بخرید
U0001F4AE,جنسش عالیه اصلا رنگ نمیگیره کیفیت چاپشم بی نقصه.
U0001F44D,هم خیلی قوی هم دقیق نسبت به قیمتش می ارزه پیشنهادش میکنم
U0001F44D,"کفش خیلی خوبیه هم خوشگله هم سبکه ولی جنس رویش طوریه که با یه خراش  پاره میشه و با یه ضربه ساده روش خط میفته 
ولی در کل باهاش حال میکنید"
U0001F4AE,چقدر این دستگاه دقیق و عالیه مثل این ندیدم انقدر دقیق قوی به جسته ریزش نمیاد انقدر خوب باشه خوبه بریدش اگه مثل اینو ندارید
U0001F914,در حالت کل خوبه  اما بزرگترین مشکلی که داره ایکلودشه الان گوشی دوستم رمز ایکلودش یادش رفته نمیتونه باهاش کار کنه و برای غیر فعال شدنش باید چیزی در حدود 200 دلار پرداخت کنه  که این به پول ایرا حدود 1000000تومن میشه و خییلی بده
U0001F4AE,"اگر صرفا برای ورزش کردن میخواید عالی هست، تو حالت عادی اصلا راحت نیست و زیاد نمیتونید تو گوش نگهش دارید"
U0001F44D,صدای خیلی خوب نسبت به قیمتش واقعا ارزش داره.
U0001F4AE,"بسیار خوش دست و راحت
با کیفیت بودن صفحه نمایش و بدنه
باتری سریع پر میشه و با استفاده مداوم 12 ساعت دووم میاره
از سامسونگ های رقیب خیلی بهتره از همه لحاظ
کلا تو خریدش شک نکنید"
U0001F44D,برای صورت نمیتونه صفره صفر بزنه ولی اندازش خیلی خوبه. خیلی زورش زیاده. کلا حال میکنین باهاش قطعا. سری مخصوص بدنش فوق العادس. یه بادی گروم هم گرفتین انگار
U0001F44D,موهای بینی و ابرو رو راحت و تمیز میزنه. درکل خوبه
U0001F60D,"هواوی با زیبایی و ظرافت هر چه تمام تر داره گوشیای جدیدشو میسازه
حاشیه‌های باریک نمایشگر در کنار ضخامت 7.4 میلی‌متری nova3e، ارگونومی بسیار مناسبی رو برای این گوشی به ارمغان آورده ،
 این گوشی هم به خاطر نزدیکی ابعادش به nova 2 plus که من دارم به‌راحتی تو دست جای می‌گیره و با وجود بهره‌بردن از نمایشگر 5.84 اینچی، کار کردن یک‌دستی با آن به‌سادگی امکان‌‌پذیر هست. 
بهره‌بردن از پنل‌های شیشه‌ای 2.5D در کنار فریم فلزی، لذت دوچندانی رو برای کاربر به همراه داره و حس استفاده از یک پرچمدار بی نظیر با قیمت خیلی مناسب تر رو برای محصول میان‌رده‌‌ی هواوی ایجاد و به کاربر منتقل می‌کنه. 
Huawei Nova 3e در سه‌رنگ آبی، مشکی و صورتی به بازار عرضه می‌شه که با براقیت خاصی که تو معرفیش دیده شد همه رنگ هاش بی نظیر و خاص هستند که این براقیت زیبایی گوشی رو دو چندان میکنه به نظرم هواوی در حال حاضر بهترین شرکت تولید کننده گوشی تو بازار هست که با پشتیبانی و خدمات مناسبش تو کشورمون آدم رو بیش از پیش ترغیب میکنه برا خریدش"
U0001F44D,"هواوی با رم و cpu های قوی که رو گوشیاش استفاده میکنه به هیچ وجه کندی تو اجرای بازی های سنگین هم دیده نمیشه
این گوشی میان‌رده‌ی زیبای هواوی که لز خیلی پرچمدارا هم قویه هم زیباتره از پردازنده‌ی هشت هسته‌ای kirin 659 بهره می‌بره که قبلا اون رو را تو محصولات میان‌رده‌ی دیگه ای از هواوی که فروششون هم عالی بوده و استقبال خیلی خوبی ازش شده تو ایران مانند nova2plus و mate10 lite تجربه کردم و از عملکرد مطلوب اون تو کاربری‌های روزمره اطلاع دارم. kirin 659 از هشت هسته‌ی پردازشی Cortex A53 در قالب دو کلاستر چهار هسته‌ای 1.7 و 2.36 گیگاهرتزی در کنار واحد پردازش گرافیکی Mali-T830 MP2 آرم بهره می‌بره و این تراشه را 4 گیگابایت رم در کنار 64 گیگابایت حافظه‌ی ذخیره‌سازی با قابلیت ارتقاء تا سقف 256 گیگابایت همراهی می‌کنه. هواوی در این گوشی علاقه‌مندان به موسیقی را نیز فراموش نکرده و برای آن‌ها نسخه‌ی 4.0 فناوری صوتی Histen هواوی در کنار افکت‌های سه‌بعدی متنوع را برای ارائه‌ی تجربه‌ی صوتی فراگیر در نظر گرفته که برای دوست داران موسیقی تکنولوژی غریبه ای نیست و میتونه خیلی جذاب باشه."
U0001F44D,زمان روی این کجت با ساعت ایران سازگاری نداره وقابل تنظیم نیست من این ساعت رو مرجوع کردم ولی بقه ایتمها خیلی خوب کار میکرد ضمنا دوربین هم داره
