Label,comment
U0001F4AE,قبل از این کرم چند محصول رو برای سوختگی پای فرزندم بر اثر سوختگی پوشک امتحان کردم ولی هیچ نتیجه ای نداشت تا این که به پیشنهاد یکی از دوستان خوبم که خودشم پرستار هست و هم برای فرزندش استفاده میکنه و نتیجه گرفته بود این محصول از دیجی خریداری کردم که تی سه روز استفاده به این محصول ایمان آوردم واقعا فوق العاده است به همه پیشنهاد میکنم فقط تقلبی این محصول تو بازار زیاد حتما از دیجی خریداری کنید که مثل بنده شگفت زده خواهید شد از دیدی ممنونم
U0001F614,موقع پیاده روی وقتی تو جیبت باشه قطع و وصل میشه که اصلا خوب نیست
U0001F44D,اگر میخواهید داشیوردتون پس ازاستفاده براق وچرب بشه این بکارتون نمیاد‌.ولیبعد ازاستفاده واقعا داشبوردو روی در رو تمیزمیکنه.داخل پکش سه تا اسفنج گنجانده شده تا با انهاتنیز کنین.درکل خوبه راضی ام
U0001F60D,قهوه با طعم خوب و عالی و عطر فوق‌العاده پیشنهاد می کنم یکبار حتما امتحان کنید
U0001F914,در نظرتون داشته باشید که برا استفاده از لپتاپ و موبایل باید از مبدل اینورتر سینوسی خالص استفاده کنید    این مدل اینورتر ها شبه سینوسی هستن یعنی تو موج خروجی 220 ولت موج دارای نویز و گوشه هست و اصلا سینوسی نیس و ممکنه اداپتور و شارژرتونو خراب کنه . بنده مهندس سخت افزار هستم . با تشکر
U0001F611,تصویری که ازش در سایت دیجی کالا نشون داده شده به صورتیکه که میشه روش چندین گلدان بزرگ گذاشت در صورتی که اصلا این طور نیست نهایتا دو یا  سه   تا گلدان خیلی کوچک جابشه
U0001F611,فقط برای دکوری خوبه کار نمیکنه
U0001F60D,دوستان عزیز من سالها از محصولات ژیلت استفاده کردم عالیه.در مورد استفاده از این نوع تیغ اصلاح اول صورت یا محل اصلا رو با آب صابون بشویید بعد اصلاح کنید چربی پوست تیغ رو کُند میکنه.در ضمن این تیغ اصلاح مدل توربو با دونوع تیغ استیل و تیتانیوم روانه بازار شده در سایت هم موجوده.انتخاب خوبی داشته باشید #نظر تو مهمه
U0001F44D,من این محصول رو پارسال با قیمت بیشتری برای همسرم هدیه خریدم که راضی هست. البته مدل های بالاتر شاید بهتر باشن ولی قیمت این مدل مناسب تر بود و در عین حال کارایی خوبی داره.
U0001F621,"چیز بدرد نخوریه
 عین اینه که قهوه رو بریزی تو ظرف و رو گاز حرارت بدی
فقط همین 
این دستگاه این کارو برقی انجام میده و خودش با پیستون می ریزه بیرون 
ارزش خرید اصلا نداره"
U0001F614,من اول فکر میکردم که کیفیت چرمش خوبه ولی بعد از ۳ ماه استفاده کلا دنگش از بین رفته
U0001F44D,با تجربه ی جستجو بمدت دو ماه در میانرده های کل برند ها و سپس انتخاب این گوشی نظرات زیر را ثبت کردم. امیدوارم مفید باشند.
U0001F914,"حدود یکماه هست که نصب کردم
تا حالا باهاش مشکلی نداشته ام، به جز یکبار که چک کردم موقعیت ماشینم رو زده بود در حال حرکت اون هم در یکی از بزرگراه های خروجی شهر، دویدم تو خیابان دیدم ماشینم سر جاش پارکه و مشکلی نیست. خلاصه یک شوک وارد کرد."
U0001F621,از من خیلی زود خراب شد ضعیف و شکنندست
U0001F621,نازک بودن سیمها که بعد از مدت خیلی کمی از داخل قطع میشه حتی اگر مراعات کنید
U0001F4AE,سرعت شارژ کردنش عالیه از کابل خود سامسونگ خیلی بهتر شارژ میکنه جنسشم خیلی خوبه در ضمن فست شارژر هم کار میکنه اگه بیرون بگردید کابل هایی بالاتر از 25 هزار فست شارژرشون کار میکنه
U0001F4AE,من یه هفته است اینو خریدم به قیمتش می ارزه .مکشش عالیه .ساخت کشور کره...
U0001F922,"پیشنهاد می کنم پولتون رو دور نریزین
کالای بسیار بی کیفیتیه"
U0001F4AE,"کیفیت عالی قیمت عالی 
جا دارو زیبا"
U0001F4AE,عالی تو شگفت انگیز
U0001F4AE,خوبه برای کسانی که موی بدنشون نازکه فقط کوتاه میکنه ازته نمیزنه ولی برای صورت عالیه حتماپیشنهادمیکنم به دوستان
U0001F4AE,کیفیت صدا عالی هست و خوبیش اینه راحت با بلوتوث وصل میشه و خیلی سریع
U0001F611,من چند ماهی هست خریدم از دیجی کالا خیلی راضیم هم از نظره کاری هم قدرت مکش فقط تنها ایرادی که داره دسته ضعیفشه که اونم برای کسی مشکلی ایجاد نمیکنه
U0001F4AE,از همه نظر عالی       جنس کتری استیل خوب      بدنه و شیر  و درب کتری عالی.   بدون نقض  وحتما پیشنهاد میکنم بخرید پشیمون نمیشید
U0001F4AE,فوق العاده.تو خریدش شک نکنید.
U0001F44E,"صلا خوب نیست من از دیجی گرفتم واصلا ازش راضی نبودم، کاراییش خیلی ضعیف وبد بود،درنهایت انداختمش دور"
U0001F611,همه چیز این هارد راضی کننده است به‌جز کابلش که واقعاً اعصاب خورد کنه. به جای کابل خود هارد میتونید از کابل شارژ موبایل micro usb استفاده کنید. از کابل های USB type C نمی‌تونید برای این کار استفاده کنید.
U0001F922,"سلام
این ادکلن رل در شگفت انگیز تهیه کردم . بوی خوبی داره ولی ماندگاری در حد بسیار ضعیف که چند باری تست کردم حتی کمتر از نیمساعت بوش روی لباس میمونه
با این قیمت شگفت انگیز هم بنظرم ارزش خرید بسیار کمی دارد"
U0001F4AE,"برای شستن صورت استفاده می‌کنم
پوستم رو ابریشمی و نرم می‌کنه 
 وقتی به پوست می‌زنی علاوه بر کاکائو یه مقدار عطر هم داره انگار. که عالی ه واقعااا. 
هیچ نقصی نمی‌بینم همه‌ش خوبیه این شامپو"
U0001F44D,واقعا گوشی خوبی است و حتما بخرید
U0001F4AE,جنسش عالیه اصلا رنگ نمیگیره کیفیت چاپشم بی نقصه.
U0001F4AE,چقدر این دستگاه دقیق و عالیه مثل این ندیدم انقدر دقیق قوی به جسته ریزش نمیاد انقدر خوب باشه خوبه بریدش اگه مثل اینو ندارید
U0001F4AE,"اگر صرفا برای ورزش کردن میخواید عالی هست، تو حالت عادی اصلا راحت نیست و زیاد نمیتونید تو گوش نگهش دارید"
U0001F4AE,"بسیار خوش دست و راحت
با کیفیت بودن صفحه نمایش و بدنه
باتری سریع پر میشه و با استفاده مداوم 12 ساعت دووم میاره
از سامسونگ های رقیب خیلی بهتره از همه لحاظ
کلا تو خریدش شک نکنید"
U0001F4AE,برای کارای خونگی عالیه تو فروش ویژه خریدم زیر قیمت بازار
U0001F4AE,"باسلام.
امروز به دستم رسید. به لحظ جنس عالیه. لعاب براقی داره.
واسه دم دستی حرف نداره.
اما یه چیزی که یه مقدار تو ذوقم خور رنگش بود. خیییلی کمرنگ تر از عکسشه. درحقیقت  لیمویی کم رنگه.
اما درهرحال خشگلههه. دوستش دارم. رنگش آرامش بخشه."
U0001F611,"نویز اعصاب خرد کن
به نسبت مدل Q دو سال پیش همین شرکت بی کیفیت است
مدل قدیمی ترش را دارم و عالی است و سالم مانده ، ولی بلوتوث ندارد
این یکی بلوتوث دارد ولی نویز  زیاد خرابش کرده
در ضمن بیس و تفکیک صدا و شفافیت قدیمی بهتر است"
U0001F611,"با سلام. من تجربه استفاده سنگینم رو از این گوشی تو دو هفته که داشتمش میگم
نقاط قوت:
1. بدنه بسیار مستحکم و با کیفیت و البته ظریف و شیک 
2. بکار گیری صفحه ips با کیفیت فوق العاده که تراکم پیکسلی بالا و وضوح بسیار خوبی داره و همچنین هزینه تعویضش هم خیلی از super amoled کمتر هست.
3. پردازشگر خیلی خوب که از پس هر بازی و نرم افزاری به سادگی بر میاد
4. حافظه داخلی بالا در کنار پشتیبانی از کارت حافظه
5. سیستم خنک کننده داخلی ( که دی جی کالا اشاره ای بهش نکرده)
6. کیفیت بسیار خوب اسپیکر و صدای عالی
7. دوربین عکاسی دوگانه نسبتأ خوب با فلش دوگانه. فیلمبرداری بسیار خوب. دوربین سلفی بسیار خوب
8. بازدهی باطری خیلی خوب با پشتیبانی از شارژ سریع
معایب و نواقص که ای کاش رفع میشد تا نوکیا 8 بی نقص بود:
1. نداشتن چراغ نوتیکیشن 
2. نداشتن smart view که عدم اتصال بیسیم به تلویزیون رو بدنبال داره
3. هندزفری بسیار بی کیفیت که اصلأ در حد و اندازه نوکیا8 نبود. که این ایراد با خرید هندزفری حل میشه
اما خوبی های این گوشی انقدر زیاد هست که میشه این سه ایراد رو نادیده گرفت و به این گوشی اعتماد کرد."
U0001F922,صفحه بیش از حد نازک پایه های کوتاه طوریکه روش می ایستادم با وزن هشتاد با زمین تماس پیدا میکرد و نمایشگرش قاطی میکرد . .در کل خیلی بی کیفیته شاخصای سلامتو نشون نمیداد پسش فرستادم
U0001F973,"یکی از خوشمزه ترین شکلات های ایرانی هست.
چندین طعم مختلف داره و بخاطر نون مخروطی که یادآور ته نون بستنی قیفی که یکی از پر طرفدارترین  لذت های حلال  هستش،  بسیار دلچسبه. 
حتما بخرید و توی لحظات شادتون از مزه اش لذت ببرید."
U0001F44D,"این عطر رو برای همسرم خریدم برحسب نظرات دوستان.. با اینکه اصلا عطر شیرین و گرم خوشش نمیاد ولی از این خیلیییی خوشش اومد و واقعااا راضی هستیم، فکر میکنم همه خوششون بیاد از رایحه ش.. قیمت خیلی مناسبی داره و پخش بوش از همه عطرایی که داشتیم بیشتره.. ماندگاری خیلی زیادی هم داره..حتما بخرید پشیمون نمیشید."
U0001F44E,یه ماشین کاملا  بی جون و ضعیف
U0001F611,"سلام دوستان 
به نظرم این گوشی فقط طراحی خوبی داره .ضعف ها عبارتند از 1-بد جابودن سنسور اثر انگشت چسبیده به  دوربین هست..صدای افتضاح حتی با هدفون ..دوربین های نه چندان عالی در نور کم حتی سلفی ..سنگینی .باطری نه چندان قوی .بدجابودن بلندگو .همیشه دستتان برروی بلند گو خواهد رفت ..بررسی ویدیویی اون رو میتونین ببینید ولی خداییش خوشدسته"
U0001F4AE,"من از این صندلی ها زیاد میگیرم ولی این یکی خیلی عالی است در مقایسه با هم رده های قیمتیش و حتی بالاتر
در کل پیشنهاد میکنمش خوبه
ممنون از دیجی"
U0001F611,"این گوشی با مقایسه با هم قیمت های خودش و به تناسب پولی که دارین میدین،امکانات خیلی خوبی رو براتون فراهم میکنه،اما مشکلی تا قبل خرید گوشی متوجهش نشده بودم و مشکلی هم هست که خیلی اذیت میکنه و تو ذوقم خورد این بود که بعد از یه بار شارژ کردن،شروع کردم به بازی کردن(یه بازی نسبتاً سنگین)گوشی بعد مدتی شروع کرد به داغ شدن که خب این غیر عادی نیست و همه ی گوشی ها داغ میکنن اما بعد حدود 5 دقیقه تاچ گوشی شروع کرد به از کار افتادن و دوباره وصل شدن یا اینکه بدون اینکه به صفحه دست بزنم،خودش از بازی میومد بیرون یا اسکرین شات میگرفت یا اینکه خودش توی بازی حرکت میکرد و صفحه رو بالا پایین میکرد که واقعا رو اعصاب بود و بعد از این اتفاق هم بدون اینکه داغ باشه تاچ از کار میفتاد و همون اتفاق ها دوباره،امیدوارم این مشکل فقط برا این گوشی باشه و با تعویض گوشی درست بشه"
U0001F914,نسبت به قیمت بد نیست
U0001F44E,پخش بو ضعیف
U0001F922,واقعا بی کیفیت قسمت کشو با چسب وصل شده و پیچ نشده که در ا لین ماه خرید جدا شد از دیجی کالا  توقع نداشتم کالای بی کیفیت ارائه کنند
U0001F44D,"خیلی خوبه
حتما بخرید"
U0001F44E,من  شش  ماه قبل از پیشنهاد ویژه گرفتم. به دلیل موتور ضعیف و صدای نسبتا زیاد موتور و امکانات کم از خریدم راضی نیستم.
U0001F4AE,"بسیار عالی تقریباً شش ماها این گوشی رو دارم وکاملا ازش راضی ام
حتما بخرید"
U0001F44E,این دوربین نسبت به قیمتش کارایی خوبی داره و کیفیت تصویرش هم خوبه و تاخیری در ارسال تصویر  من ندیدم ولی در مکالمه دو طرفه قدرت اسپیکر  ضعیفه و صدا  به محیط کم میرسه  . خدمات پشتیبانی خوبی هم داره /در کل من از خریدم راضی هستم و این دوربین رو پیشنهاد میکنم
U0001F44E,"پیشنهاد نمیکنم با این قیمت میتونید چیزای بهتر بخرید 
من که از خریدم پشیمونم بخاطر کیفیت صدا و باتری 
جدا ضعیفه"
U0001F60D,"والا خیلی از کاربران میگن این مدل اسپیکر ضعیفی داره نسبت به SBH52 ,دوستان عزیز ، مدل SBH54 اصلا اسپیکر نداره، اونی که می‌بینید صدا میده ، حکم همون اسپیکر گوشی موبایل تون رو داره که در گوش تون می‌گذارید و باهاش حرف میزنید .
اسپیکر اضافی، فقط در مدل SBH52 هستش که در پشت دستگاه قرار داشت ، اما زیاد کاربردی نبود و باتری زیادی مصرف می‌کرد. نکنه می‌خواستید باهاش موسیقی گوش کنید؟!!!!!
در این مدل اسپیکر حذف شده و ویبره اضافه شده  و بسیار خوبه این تغییر ، چون در مواقعی که سر و صدا زیاده و هندزفری ها تو گوش هاتون نیست ، متوجه تماس می‌شید ( بارها برای خودم پیش اومده)
تایید میکنم که باتری نسبت به قبل پیشرفتی نداشته، اما خیلی زود فول شارژ میشه.
من این دستگاه رو با گوشی های خودم که اکسپریا Z3 , Z5, XZ1 هستند، بدون هیچ مشکلی جفت کردم . مشکل هنگی و دیس کانت شدن ندارم ، همون استفاده ی اول ، دستگاه تون آپدیت میشه. حتما برنامه کاربردی ش رو نصب کنید .
به هرحال با گوشی های دیگری ، همچون LG K8 , iPhone SE , iPhone 7 جفت کردم و مشکلی بابت هنگی نداشتم.
در ضمن ، من این مدل ها رو دارم و از عاشقان این دستگاه ها هستم که فقط سونی تونسته تولید کنه همچین محصولایتی رو .
Sony SBH52 , Sony SBH54, Sony Sbh56, Sony EX750BT,Sony Ericsson MW600"
U0001F611,من تمام نظراتو خوندم خیلی خوب ننوشته بودن همه اما من ریسک کردم و خریدمش چون خیلی ازش خوشم اومده بود به دستم که رسید باورم نمیشد اینقدر خوب باشه اصلا هم ضعیف نیس من که در کل راضی هستم
U0001F60D,"بسیار گوشیه با کیفیت و خوبیه خیلیم دوسش دارم اما به دلیل شیشه ایی بودن صفحه ش خیلی بده امروز با فاصله 50 سانتی و خیلی آهسته از دستم افتاد و شیشه گوشی دو جاش ترک برداشت و یک میلیون و پانصد خرج برداشت و فقط به دلیل اینه که لبه هاش خم هستش و نمیشه یه کاور خوب که دور تا دورش رو در بربگیره استفاده کنین،لطفا در انتخاب کاورتون دقت کنید کاور من از سمت پایین خالی بود و نپوشونده بود و دقیقا از همونجا ترک برداشت.ولی بازم من خیلی دوسش دارم و احساس میکنم در انتخاب کاور دقت نکردم."
U0001F4AE,من این فلش رو امروز از دیجی  کلا  گرفتم من  ازاین برند حجم هایی چون 16 و32 گیگش رو دارم والان 64 گیگش رو گرفتم درکل خیلی عالیه پیشنهاد می کنم حتما تهیه ش کنید( باتشکر از دیجی کالا)
U0001F44D,حتما حتما حتما حتما بخریدش فوق العاده ای قیمتش استثنایی های و بسه اش رو برای نگهداری قطعات لگو میتونید استفاده کنید. رنگ های کمیابی هم داره و با چرخ های میشه هر وسیله نقلیه ای بسازید . صد درصد به مجموعه تون اضافه کنید
U0001F973,بی نظیر...
U0001F4AE,خیلی خیلی عالیه هر ماه یک بار ماشینتون رو با این شامپو بشورین و یه ماه از درخشش و ضد اب شدن بدنه ماشین لذت ببرین
U0001F44E,بعد دو ماه استفاده باطریش ضعیفه و بلندگوی گوشی سوختش الان دنبال گارانتیم
U0001F4AE,در شگفت انگیز فوق العاده عالیه. دخترم که دوس داشت
U0001F922,"من این هندسفری رو بخاطر ظاهرش خریدم و گول نظرات اشتباه برخی از دوستان رو خوردم،  صدای بی کیفیت داره، به نظر میاد داخل سیمهاش هم اتصالی داره و صدا در صورت حرکت دادن هندسفری خش خش می کنه و قطع و وصل میشه.  در مجموع بنظرم هندسفری فابریک بی کیفیت ترین گوشی از این بهتره.  نخرید که پشیمون میشید."
U0001F44E,باطریش خیلی ضعیفه دیرشارژمیشه
U0001F44D,"در کل خوبه ، قدرت خنک کنندگی خوبی داره و فیت لپ تاپهای 14 اینچی ، اگه لپ تاپتون 14 اینچی در خریدش شک نکنید"
U0001F4AE,خیلی عالیه فوق العادس وقتتونو توی آموزشگاه تلف نکنید
U0001F922,بسیار بی کیفیته. بسیار.عرض پرده خیلی کمه. یعنی نصف شیشه عقب پرایدم نمیپوشونه ! اما طول ش خوبه و بلنده. گیره هاش که میوفته رو شیشه خیلی ضخیمخ و اگر بندازی رو شیشه شیشه کامل بسته نمیشه. بادکش هاشم بی کیفیته یکم تکون یا گرما میخوره میوفته. من که دادم بچه ها باهاش بازی میکنن.امیدوارم از این پرده اصلیشو که قبلا داشتم و اروپایی بود تو دیجی اورده بشه که عالی بود و به هوای اونا این رو خریدم و پشیمونم
U0001F4AE,خیلی عالی حتمن بخرین
U0001F4AE,"فقط باتری برای این گوشی واقعا ضعیفه وگرنه گوشی فوق العاده‌ایه.
تو خریدش شک نکنید. راستی دوستان من ارکید سفرش داده بودم اما بگم که اصلا به رنگ ارکید و یاسی شبیه نیست بیشتر به نقره‌ای آبی تیره شبیه"
U0001F44E,خیلی سرعت بالایی داره و بدنه ضعیف
U0001F44D,از دی جی کالا خریدم و از نمایندگی برای نصب اومدن و کاملا رایگان بود ... از tvخیلی راضی ام فقط کاش کنترل جادویی داشت :)کلا خوبه مخصوصا توی شگفت انگیز 3و400 شد که 300 هم کارت هدیه داره
U0001F4AE,"من خودم عطر بازم 
این عطر از اسانسهای اونتوس با کیفیت درجه سه و چهار  تو دبی پر شده اگر عطر اونتوس 1500 دیجی رو بخرید و بزنید و بیرون بروید عمرا کسی بهتون بگه عطر زدین خودتون هم نمیتونید بوش رو تشخیص بدید
ولی اینرو خیلی ها خواهند پرسید تو خریدش شک نکنید اصلا پشیمون نمیشید
من یه بار عطر اونتوس رو با قیمت هشتصد تومن خریدم و به مدیر مالی یه شرکت بزرگ هدیه دادم بعد از چند ماه زنگم زد اون افتر شیو رو از کجا خریدی رو پوست صورتم خیلی تاثیر خوبی گذاشته اخه پوستم خیلی چربه تو دستشویی میگذاشتم تموم شده بوده خانمم دور انداخته 
روم نشد بهش بگم مثلا این عطر کرید بوده 
از بس الکل داشته فکر کرده افتر شیو هست"
U0001F44D,من تو شگفت انگیز گرفتم خیلی راضی ام
U0001F4AE,خیلی عالی بود
U0001F4AE,من که 7ماهه دارم خیلی عالی کار میکنه صدای خیلی کم شست و شوی عالی
U0001F614,اصلا پخش بو نداره.کلا باید گفت بو هم نداره چه برسه به ماندگاری.اصلا نخرید که پشیمون میشین.
U0001F4AE,"خیلی عالیه
کپسول فشنگی کوهنوردی میخوره که با هر کدوم چیزی بین 2 تا 3 ساعت روشنه
فقط مشکل اونی که به دست من رسیده اینه که وقتی با فندک خودش میکنی دیگه کم نمیشه آخه ولومو گازو باید تا آخرش بپیچونی تا فندکش جرقه بزنه و روشن شه ولی میخای کم کنی فنر داخلیش نمیزاره.اگه بخای رو حالت کم بسوزه باید دستی روشنش کنی.یا ادر حالتی که کم ولومو پیچوندی و از محفطه کپسول که فندکش اونجاست  با دست بزنی یا با کبریت روشنش کنی."
U0001F44E,"سرعت انتقال داده ضعیف
قلاب انتهاییش روز اول شکست
در کل یکم پول بیشتر بزارین.چیز بهتر بخرین
من که خوشم نیومد"
U0001F611,"کیفیت صفحه تمایش عالی
دوربین پشت خوب
سلفی عالی
اسپیکرها بی نظیر
سرعت شارژ شدن خوب
باتری!افتضاح 
واقعا نگهداری شارژ افتضاحه"
U0001F44D,من یکماهه از شگفت انگیز خریدم ..چند بارم ازش پیک نیک و مسافرت استفاده کردم هم طعم چایی هم رنگ و بو و گرماش دلپذیر میمونه و تغییر نمیکنه هم خود فلاکس سالم سالم مونده ..خیلیم شیک و باکلاسه..اوناییکه میگن زود میشکنه طرز استفاده و نگهداریشو درست انجام نمیدن.با تشکر.حتما بخرید
U0001F4AE,فوق العاده عالی و کاربردی.
U0001F922,سلام جنسش شیشه بی کیفیته که فقط ظاهر خوبی داره و در هنگام نصب بدون اینکه فشاری بهش وارد کنم شکست نخرید که ضرر می کنید.
U0001F922,"یکی از بی کیفیت ترین محصولاتی که از دی جی کالا خریدم ،2 ساعت گرم نگه میداره 5 ساعت ولرم. بدنه فلاسک فوق‌العاده گرم میشه و حرارت ازش بیرون میاد."
U0001F914,این موتور در هند ساخته میشه و مخصوص هند هستش و قیمت اونجا حدود هفت میلیونه واز  پالس ان اس و اس ار. ارزونتره من نمیدونم چرا باید تو ایران به این قیمت بفروشن
U0001F922,همیشه از دیجی کالا خرید می کردم محصولاتش کیفیت خوبی داشت ولی این بار فوق العاده بی کیفیت لبه ظرف مثل اینکه لب پر شده اصلا راضی نیستم
U0001F614,"من یکهفته کمتره خریدم امکاناتش عالیه اما باطری افتضاح هرروز به شارژه بااینکه من درروز فقط برای دیدن ساعت 4-5 بار روشن میکنم فقط ،میخام مرجوعش کنم"
U0001F4AE,"سلام
نسبت به قیمتش این لپ تاپ بسیار عالی و سریعه . پیشنهاد میکنم بخرید"
U0001F614,خیلی خیلی بدرد نخور است
U0001F4AE,"به نظر بنده این محصول یکی از محصولات بسیار عالی و با کیفیت ایرانی است ، برای شخص بنده اهمیت تمیزی دندان و دهان بسیار زیاد است و واقعا این محصول رو محصول خوبی دیدم ."
U0001F614,افتضاحه تمام مژه های من ریخت هر وقت که استفاده کردم
